visit_id,property_id,client_id,agent_id,visit_date,reason
1804,2958,1071,196,2022-11-30,Second Visit
1805,2617,1637,69,2024-01-23,Price Inquiry
1806,2032,515,135,2020-08-04,Considering purchase
1807,1147,72,95,2021-05-26,Price Inquiry
1808,70,1299,80,2020-11-19,Considering purchase
1809,682,793,37,2021-12-06,Second Visit
1810,2048,757,21,2020-06-24,Second Visit
1811,2424,1919,71,2022-01-15,Comparing Options
1812,1147,1197,179,2021-02-07,Comparing Options
1813,842,520,121,2023-06-30,Viewing
1814,2556,737,131,2021-08-17,Price Inquiry
1815,499,122,195,2020-11-28,Viewing
1816,743,165,221,2023-05-19,Price Inquiry
1817,2043,1435,176,2023-12-31,Considering rent
1818,1564,568,55,2023-12-24,Considering rent
1819,1827,1807,79,2022-12-18,Viewing
1820,2325,1251,207,2024-08-26,Viewing
1821,1507,654,168,2020-11-27,Considering rent
1822,1066,1948,75,2021-01-24,Viewing
1823,1972,1454,173,2022-03-04,Second Visit
1824,1791,357,176,2020-01-10,Second Visit
1825,2107,494,157,2020-11-25,Considering rent
1826,2564,1217,30,2023-07-20,Viewing
1827,2085,611,61,2023-06-09,Neighborhood Check
1828,430,250,117,2024-04-21,Second Visit
1829,538,1748,179,2022-04-29,Price Inquiry
1830,809,491,44,2023-01-26,Considering purchase
1831,160,289,113,2023-05-04,Considering rent
1832,473,699,15,2020-05-21,Second Visit
1833,1610,614,81,2022-12-14,Second Visit
1834,567,151,136,2020-03-03,Second Visit
1835,291,1823,219,2023-11-17,Second Visit
1836,2570,1265,214,2020-09-17,Considering rent
1837,2072,1614,88,2020-01-24,Maintenance Inquiry
1838,781,1924,48,2024-06-26,Viewing
1839,2376,974,29,2024-04-08,Neighborhood Check
1840,192,244,168,2021-02-06,Neighborhood Check
1841,1159,1767,39,2024-11-22,Considering rent
1842,2017,668,80,2023-01-04,Viewing
1843,86,1677,245,2022-08-30,Second Visit
1844,773,1941,91,2020-03-17,Viewing
1845,1873,272,144,2021-07-04,Neighborhood Check
1846,2632,851,208,2021-12-20,Considering rent
1847,2147,163,35,2024-09-17,Considering rent
1848,1995,283,187,2021-05-04,Viewing
1849,1089,587,64,2020-01-15,Neighborhood Check
1850,165,414,97,2023-04-06,Viewing
1851,2588,196,126,2023-08-17,Viewing
1852,758,1109,15,2020-01-15,Viewing
1853,73,512,231,2021-04-22,Second Visit
1854,1272,691,141,2022-09-05,Second Visit
1855,1404,1612,218,2022-01-15,Considering purchase
1856,2772,1444,149,2021-11-14,Viewing
1857,1668,290,64,2022-07-31,Viewing
1858,1020,1411,74,2021-07-18,Viewing
1859,238,669,172,2023-06-14,Viewing
1860,588,1908,218,2020-12-30,Comparing Options
1861,417,918,102,2024-09-26,Considering rent
1862,2749,1635,44,2021-11-10,Viewing
1863,320,2031,27,2021-05-06,Second Visit
1864,1668,416,222,2023-11-28,Neighborhood Check
1865,2388,1536,175,2021-07-05,Comparing Options
1866,51,369,6,2021-12-23,Viewing
1867,1757,845,67,2024-05-31,Considering rent
1868,1587,2058,244,2024-03-05,Considering purchase
1869,2244,1118,158,2024-05-13,Maintenance Inquiry
1870,1965,745,209,2022-11-12,Second Visit
1871,2379,89,72,2022-07-14,Viewing
1872,916,861,242,2024-04-28,Price Inquiry
1873,2525,1849,249,2024-06-29,Viewing
1874,1670,1284,108,2023-10-09,Considering rent
1875,1309,1769,14,2020-12-06,Considering rent
1876,1593,1277,75,2020-12-24,Considering purchase
1877,1374,975,198,2022-02-01,Considering purchase
1878,2099,257,29,2022-07-17,Second Visit
1879,266,1967,100,2022-09-21,Considering rent
1880,2470,1441,123,2022-05-17,Viewing
1881,2810,83,77,2022-09-08,Viewing
1882,2135,1594,53,2020-02-27,Viewing
1883,1365,6,37,2021-09-01,Second Visit
1884,1875,933,153,2020-02-19,Neighborhood Check
1885,1864,1567,173,2020-10-25,Price Inquiry
1886,2759,1990,72,2020-05-07,Considering rent
1887,32,497,149,2020-11-12,Considering rent
1888,2111,1504,128,2020-03-02,Second Visit
1889,2121,231,12,2024-05-29,Second Visit
1890,987,1559,181,2023-02-26,Neighborhood Check
1891,1228,1405,167,2021-03-11,Second Visit
1892,1674,48,159,2021-11-12,Considering rent
1893,1238,495,18,2023-05-22,Second Visit
1894,1664,1352,71,2024-12-28,Comparing Options
1895,2034,653,101,2022-06-10,Considering rent
1896,180,271,222,2020-12-16,Second Visit
1897,1464,1783,46,2023-09-30,Price Inquiry
1898,41,4,161,2023-08-07,Comparing Options
1899,1394,1461,16,2023-11-19,Neighborhood Check
1900,448,1694,11,2023-03-22,Viewing
1901,2595,1124,26,2021-03-24,Viewing
1902,567,75,52,2020-01-07,Considering rent
1903,1360,1665,135,2024-11-07,Viewing
1904,2486,1114,245,2024-04-17,Comparing Options
1905,1534,1343,69,2020-08-22,Viewing
1906,1764,566,139,2020-01-30,Second Visit
1907,2431,1616,37,2021-04-25,Neighborhood Check
1908,536,351,4,2020-01-26,Comparing Options
1909,2786,2050,18,2023-07-30,Price Inquiry
1910,688,752,156,2021-10-31,Neighborhood Check
1911,2062,847,49,2024-02-10,Considering purchase
1912,1097,1592,176,2022-02-27,Viewing
1913,2284,1753,148,2024-03-20,Price Inquiry
1914,1188,1436,132,2021-02-05,Considering purchase
1915,2405,736,97,2022-09-20,Considering rent
1916,209,501,99,2022-06-18,Price Inquiry
1917,1961,1037,214,2020-04-27,Considering rent
1918,1746,1111,81,2021-08-06,Considering purchase
1919,2336,86,206,2023-02-02,Considering rent
1920,86,234,65,2020-05-10,Viewing
1921,2343,1219,190,2022-09-14,Price Inquiry
1922,2145,2044,44,2023-01-07,Viewing
1923,2247,661,118,2021-03-17,Neighborhood Check
1924,1225,301,205,2022-09-22,Considering rent
1925,1388,423,161,2022-03-19,Viewing
1926,1677,1700,128,2021-02-22,Price Inquiry
1927,2072,155,35,2020-05-20,Price Inquiry
1928,1051,32,49,2022-11-01,Second Visit
1929,2004,511,41,2021-03-23,Second Visit
1930,1769,1304,86,2020-04-03,Second Visit
1931,1066,122,153,2023-03-29,Considering purchase
1932,2057,1245,222,2022-05-06,Viewing
1933,2731,1929,206,2023-04-02,Second Visit
1934,2369,896,198,2020-05-12,Second Visit
1935,1591,1173,102,2022-09-24,Second Visit
1936,2971,1648,215,2023-01-17,Considering purchase
1937,301,1528,247,2022-06-20,Viewing
1938,2476,145,212,2021-07-22,Considering purchase
1939,2322,1192,49,2020-11-21,Price Inquiry
1940,2235,1428,50,2021-05-13,Considering purchase
1941,2747,1664,82,2024-06-15,Second Visit
1942,131,1078,32,2021-07-07,Considering rent
1943,2182,568,138,2021-10-23,Price Inquiry
1944,2653,879,159,2023-10-19,Considering rent
1945,1257,1193,236,2023-11-18,Considering purchase
1946,350,192,193,2022-02-18,Price Inquiry
1947,262,693,24,2024-03-05,Viewing
1948,2932,533,235,2020-08-11,Neighborhood Check
1949,696,1069,152,2022-10-04,Considering rent
1950,1771,1621,95,2021-05-12,Price Inquiry
1951,2151,1888,197,2024-09-23,Considering rent
1952,1261,1381,100,2023-05-01,Second Visit
1953,1712,643,194,2020-07-12,Considering purchase
1954,1500,708,19,2022-10-11,Viewing
1955,1443,2026,22,2022-01-08,Second Visit
1956,1016,56,47,2024-01-31,Viewing
1957,174,1053,189,2021-04-29,Considering rent
1958,1344,298,180,2021-03-29,Second Visit
1959,654,708,212,2020-02-12,Comparing Options
1960,819,498,96,2024-10-21,Considering rent
1961,2047,457,54,2022-09-05,Viewing
1962,2509,96,203,2020-05-27,Considering rent
1963,1423,723,23,2023-06-10,Second Visit
1964,1389,1258,214,2020-03-27,Viewing
1965,2168,1253,3,2024-04-07,Considering rent
1966,380,930,241,2021-05-11,Considering purchase
1967,338,899,103,2024-09-09,Price Inquiry
1968,2637,126,35,2024-06-30,Second Visit
1969,2159,1706,99,2020-08-10,Neighborhood Check
1970,449,1114,188,2020-04-12,Considering rent
1971,2446,606,162,2022-04-22,Viewing
1972,1412,1850,97,2024-07-24,Second Visit
1973,2607,1972,230,2021-03-14,Viewing
1974,1469,1096,162,2020-10-26,Second Visit
1975,1194,769,80,2022-05-26,Considering purchase
1976,447,61,167,2020-02-17,Considering rent
1977,313,1752,39,2021-02-13,Comparing Options
1978,581,1709,95,2024-01-16,Neighborhood Check
1979,837,96,2,2023-11-21,Viewing
1980,1254,1148,109,2024-08-31,Second Visit
1981,323,1028,192,2023-05-31,Viewing
1982,1448,388,136,2023-11-17,Viewing
1983,2029,1222,230,2022-11-12,Price Inquiry
1984,1751,781,227,2021-03-16,Considering purchase
1985,2972,1687,73,2021-01-10,Considering purchase
1986,2391,681,145,2023-03-22,Second Visit
1987,704,2001,168,2024-08-15,Price Inquiry
1988,1636,485,120,2023-07-08,Considering purchase
1989,1908,976,162,2021-12-29,Considering rent
1990,573,1146,244,2023-10-27,Considering rent
1991,1116,674,176,2024-07-05,Viewing
1992,2493,983,222,2023-08-31,Neighborhood Check
1993,337,1219,16,2020-10-30,Second Visit
1994,1653,819,226,2021-03-16,Viewing
1995,2854,1242,146,2022-12-23,Price Inquiry
1996,2518,1040,218,2024-10-28,Second Visit
1997,258,1079,230,2022-07-09,Price Inquiry
1998,1713,1941,189,2023-02-25,Considering rent
1999,2266,1730,32,2021-01-09,Second Visit
2000,2840,1463,81,2022-04-13,Neighborhood Check
2001,2632,640,61,2021-03-12,Viewing
2002,1891,821,162,2020-05-08,Comparing Options
2003,626,329,214,2023-04-03,Viewing
2004,2578,1782,100,2020-08-18,Viewing
2005,2938,2021,185,2023-06-02,Viewing
2006,1426,481,136,2023-10-09,Viewing
2007,1561,817,226,2020-05-23,Viewing
2008,1278,1473,182,2021-03-19,Considering rent
2009,1416,1910,28,2022-10-09,Second Visit
2010,2986,474,62,2020-01-16,Considering rent
2011,188,1503,147,2021-06-05,Viewing
2012,1018,679,93,2020-07-27,Considering rent
2013,2542,266,208,2020-02-16,Viewing
2014,2096,878,121,2022-05-14,Second Visit
2015,1484,894,113,2024-03-22,Considering purchase
2016,492,55,225,2022-06-30,Second Visit
2017,2103,745,37,2021-02-22,Comparing Options
2018,1708,400,217,2021-12-10,Second Visit
2019,2990,1087,205,2021-06-30,Price Inquiry
2020,2825,266,87,2023-01-23,Comparing Options
2021,1210,160,30,2024-08-10,Price Inquiry
2022,969,167,117,2024-08-24,Viewing
2023,543,1984,210,2020-10-06,Second Visit
2024,570,1606,7,2021-09-24,Considering purchase
2025,1725,2057,85,2022-12-20,Second Visit
2026,1162,1103,180,2023-02-12,Price Inquiry
2027,2854,540,241,2020-10-24,Neighborhood Check
2028,2370,1357,207,2023-10-07,Viewing
2029,1805,1774,46,2022-07-13,Considering rent
2030,942,171,148,2022-05-01,Second Visit
2031,640,996,24,2022-05-28,Viewing
2032,2285,673,27,2021-06-13,Viewing
2033,803,1636,116,2020-03-30,Neighborhood Check
2034,396,864,16,2020-06-20,Considering rent
2035,2593,1494,94,2021-11-25,Maintenance Inquiry
2036,1549,561,27,2022-08-29,Comparing Options
2037,1795,1504,70,2023-04-02,Considering purchase
2038,1947,968,60,2021-10-17,Considering rent
2039,910,1103,35,2020-11-24,Considering rent
2040,2232,1615,60,2024-01-27,Considering rent
2041,1550,1123,126,2022-10-14,Price Inquiry
2042,2143,750,193,2024-11-25,Neighborhood Check
2043,1679,369,195,2021-10-23,Second Visit
2044,1482,1594,44,2021-05-15,Second Visit
2045,207,2034,148,2024-12-28,Comparing Options
2046,1749,1271,201,2021-03-18,Maintenance Inquiry
2047,680,1774,108,2020-12-02,Considering purchase
2048,1767,1634,47,2024-01-27,Viewing
2049,2752,1730,17,2022-12-29,Viewing
2050,795,1842,208,2021-11-02,Considering rent
2051,138,1660,237,2020-09-07,Price Inquiry
2052,1207,219,187,2021-02-18,Viewing
2053,714,885,177,2024-04-09,Viewing
2054,570,503,49,2024-12-04,Viewing
2055,2958,1759,138,2024-03-27,Viewing
2056,2182,1403,49,2020-07-01,Considering purchase
2057,2688,900,173,2023-01-22,Price Inquiry
2058,2272,1287,81,2020-11-08,Comparing Options
2059,173,676,24,2024-03-19,Neighborhood Check
2060,1637,1141,153,2020-05-11,Second Visit
2061,325,1926,192,2022-03-06,Second Visit
2062,1744,1568,146,2024-02-18,Second Visit
2063,844,978,104,2021-04-20,Price Inquiry
2064,2327,737,148,2023-08-07,Comparing Options
2065,282,591,43,2022-05-06,Second Visit
2066,2978,1292,247,2020-11-08,Viewing
2067,2132,932,222,2021-09-18,Viewing
2068,2365,450,168,2023-11-20,Neighborhood Check
2069,2592,364,27,2024-09-05,Viewing
2070,363,364,237,2020-04-11,Viewing
2071,15,1417,203,2023-02-06,Considering rent
2072,141,1040,139,2021-11-09,Neighborhood Check
2073,2196,1144,239,2020-10-06,Maintenance Inquiry
2074,372,512,157,2021-03-07,Considering rent
2075,1268,1119,125,2023-12-08,Viewing
2076,2876,907,134,2023-03-26,Price Inquiry
2077,145,1838,113,2024-06-25,Second Visit
2078,2761,680,84,2023-01-03,Comparing Options
2079,510,91,179,2020-01-09,Considering rent
2080,1647,1411,184,2023-07-25,Price Inquiry
2081,2340,520,128,2020-07-09,Considering purchase
2082,1855,1629,35,2020-09-08,Considering rent
2083,1408,1926,213,2022-06-07,Viewing
2084,400,1011,72,2024-01-22,Second Visit
2085,2179,1091,35,2024-07-22,Considering rent
2086,1476,454,207,2021-02-05,Viewing
2087,448,1402,128,2023-04-29,Considering rent
2088,1420,557,146,2021-07-30,Considering purchase
2089,1630,394,192,2024-05-31,Viewing
2090,2191,1511,60,2021-04-14,Neighborhood Check
2091,603,362,91,2024-07-05,Viewing
2092,287,1254,50,2020-06-15,Considering rent
2093,2264,1284,233,2020-12-27,Second Visit
2094,1953,1655,216,2023-09-12,Second Visit
2095,1167,291,171,2021-01-12,Considering purchase
2096,2439,714,50,2020-03-03,Second Visit
2097,2817,821,17,2022-06-15,Second Visit
2098,1948,683,71,2022-07-04,Neighborhood Check
2099,435,1492,89,2020-11-16,Price Inquiry
2100,1241,1527,160,2023-09-22,Second Visit
2101,2294,1203,182,2022-07-29,Considering purchase
2102,1522,1576,225,2020-07-22,Comparing Options
2103,2072,74,155,2023-04-20,Considering purchase
2104,1618,1512,161,2021-05-24,Price Inquiry
2105,371,1538,80,2022-02-21,Second Visit
2106,2532,1464,156,2024-12-06,Comparing Options
2107,1203,2023,173,2023-06-24,Comparing Options
2108,2099,1182,175,2021-12-04,Viewing
2109,182,1242,27,2022-03-01,Viewing
2110,2284,1863,196,2020-05-08,Second Visit
2111,2093,1747,51,2024-04-17,Viewing
2112,197,1618,148,2021-04-30,Viewing
2113,1811,86,91,2024-01-10,Price Inquiry
2114,1028,857,52,2022-12-04,Price Inquiry
2115,1954,365,245,2024-01-19,Neighborhood Check
2116,2640,1207,129,2020-04-23,Comparing Options
2117,2556,523,243,2022-04-04,Second Visit
2118,607,726,92,2023-09-21,Second Visit
2119,1016,222,190,2021-07-31,Viewing
2120,621,428,91,2024-10-04,Second Visit
2121,2371,3,132,2021-12-03,Considering purchase
2122,2329,1940,153,2020-11-14,Second Visit
2123,608,1649,39,2022-04-22,Second Visit
2124,76,1140,99,2020-10-17,Viewing
2125,2510,1975,247,2023-06-27,Comparing Options
2126,649,1592,193,2020-06-04,Second Visit
2127,2780,541,109,2020-08-02,Viewing
2128,2850,1293,13,2021-09-15,Considering rent
2129,2314,1171,26,2024-03-05,Second Visit
2130,1224,373,155,2023-02-01,Neighborhood Check
2131,285,1480,185,2022-03-09,Considering rent
2132,851,1626,106,2020-05-26,Viewing
2133,2315,1673,96,2022-01-05,Viewing
2134,1047,1802,218,2023-06-23,Second Visit
2135,2459,323,1,2021-04-24,Considering purchase
2136,2415,828,58,2022-04-20,Maintenance Inquiry
2137,565,2020,197,2024-01-03,Considering rent
2138,821,997,41,2024-07-08,Viewing
2139,2504,716,6,2023-01-16,Comparing Options
2140,1370,573,87,2024-02-08,Comparing Options
2141,982,1451,192,2024-06-05,Second Visit
2142,162,1331,121,2020-09-08,Second Visit
2143,88,273,233,2022-01-08,Price Inquiry
2144,2179,800,203,2021-06-12,Price Inquiry
2145,583,1649,207,2022-11-05,Second Visit
2146,2759,672,125,2021-03-30,Comparing Options
2147,1837,1480,19,2020-01-02,Comparing Options
2148,755,749,210,2020-12-06,Considering purchase
2149,351,49,154,2024-07-20,Neighborhood Check
2150,1199,1846,62,2021-06-05,Viewing
2151,1626,1249,86,2023-09-30,Comparing Options
2152,191,638,188,2024-07-23,Price Inquiry
2153,709,1331,2,2023-03-17,Considering rent
2154,1115,1010,66,2022-07-08,Second Visit
2155,2492,402,113,2021-03-02,Viewing
2156,2695,950,138,2023-03-04,Viewing
2157,2705,1462,86,2022-05-04,Second Visit
2158,562,352,128,2022-04-05,Viewing
2159,281,1692,134,2021-09-25,Second Visit
2160,2876,1082,99,2022-11-04,Considering purchase
2161,2030,1277,217,2023-10-19,Considering rent
2162,2189,427,41,2024-06-20,Neighborhood Check
2163,1693,603,22,2021-09-14,Second Visit
2164,105,1327,213,2024-05-26,Considering rent
2165,1335,1537,245,2024-10-17,Neighborhood Check
2166,721,2000,74,2022-08-18,Neighborhood Check
2167,1540,2056,101,2021-08-11,Second Visit
2168,2389,804,107,2020-01-11,Viewing
2169,1996,1849,157,2023-08-11,Viewing
2170,225,628,230,2023-08-02,Second Visit
2171,2709,1515,247,2020-04-30,Neighborhood Check
2172,1721,717,235,2023-10-26,Viewing
2173,1925,794,214,2023-06-07,Viewing
2174,561,106,60,2022-09-19,Neighborhood Check
2175,2434,589,75,2023-02-09,Second Visit
2176,818,89,127,2021-04-28,Considering purchase
2177,2903,1729,134,2022-06-08,Neighborhood Check
2178,291,1550,3,2021-12-15,Second Visit
2179,1381,468,176,2023-02-21,Comparing Options
2180,2556,376,21,2024-04-15,Neighborhood Check
2181,1301,2038,14,2022-03-13,Viewing
2182,2204,1629,185,2020-10-27,Viewing
2183,2369,1920,64,2021-03-07,Neighborhood Check
2184,1252,1625,92,2021-03-25,Considering rent
2185,1243,1871,52,2024-02-13,Considering rent
2186,1390,1857,125,2021-12-29,Comparing Options
2187,1657,217,39,2024-08-01,Viewing
2188,334,1506,42,2024-07-21,Second Visit
2189,337,231,84,2021-03-01,Considering purchase
2190,2373,1994,201,2021-09-05,Maintenance Inquiry
2191,658,780,55,2022-06-25,Considering rent
2192,1474,2017,36,2023-03-07,Price Inquiry
2193,2535,1150,139,2020-03-09,Considering purchase
2194,588,1522,35,2021-01-30,Considering rent
2195,159,1038,156,2021-07-28,Price Inquiry
2196,901,703,195,2022-02-03,Viewing
2197,666,204,130,2020-05-13,Viewing
2198,2757,1162,241,2020-08-22,Neighborhood Check
2199,1182,964,194,2020-04-13,Considering purchase
2200,717,557,132,2020-09-05,Second Visit
2201,2100,358,236,2020-12-01,Considering purchase
2202,1465,1181,86,2023-05-10,Comparing Options
2203,2813,1955,156,2020-03-14,Neighborhood Check
2204,552,477,244,2022-09-26,Considering rent
2205,305,1001,82,2022-04-06,Considering purchase
2206,2803,1598,11,2021-03-16,Viewing
2207,2253,902,81,2024-08-11,Price Inquiry
2208,1053,1925,221,2024-09-12,Viewing
2209,2034,1066,93,2023-02-20,Viewing
2210,2141,258,132,2023-10-07,Considering rent
2211,582,125,107,2024-01-29,Viewing
2212,747,206,91,2020-08-19,Considering purchase
2213,386,165,141,2023-09-24,Neighborhood Check
2214,1466,1309,86,2020-07-04,Comparing Options
2215,2062,32,80,2024-12-03,Price Inquiry
2216,1282,1329,102,2024-12-14,Viewing
2217,773,1998,74,2021-03-21,Second Visit
2218,839,1563,198,2022-07-27,Comparing Options
2219,1918,1393,153,2022-10-08,Comparing Options
2220,570,825,94,2024-01-29,Maintenance Inquiry
2221,2909,1438,147,2021-03-07,Considering rent
2222,1136,538,249,2023-01-27,Neighborhood Check
2223,2849,442,19,2021-02-24,Price Inquiry
2224,519,972,43,2022-09-10,Considering purchase
2225,2309,501,125,2023-04-20,Neighborhood Check
2226,2658,1893,177,2023-05-12,Price Inquiry
2227,1008,651,215,2021-07-09,Viewing
2228,1096,31,131,2024-07-29,Price Inquiry
2229,1159,1745,57,2021-03-25,Second Visit
2230,1435,61,51,2024-09-09,Neighborhood Check
2231,672,406,244,2024-01-02,Considering purchase
2232,1152,1083,242,2022-10-25,Comparing Options
2233,1862,1073,113,2022-03-16,Viewing
2234,5,1384,57,2020-05-20,Viewing
2235,2302,1287,203,2020-01-15,Considering rent
2236,1153,552,236,2024-06-17,Considering purchase
2237,169,66,132,2023-05-19,Considering purchase
2238,1874,587,159,2021-08-05,Second Visit
2239,1707,956,2,2022-04-13,Price Inquiry
2240,2833,1176,102,2024-07-16,Considering rent
2241,341,1038,90,2020-02-15,Considering rent
2242,1872,9,100,2024-08-29,Comparing Options
2243,2016,18,129,2023-10-20,Neighborhood Check
2244,1782,623,227,2023-03-04,Comparing Options
2245,4,1627,177,2021-03-19,Second Visit
2246,831,647,3,2020-11-22,Considering rent
2247,695,219,228,2023-01-27,Viewing
2248,151,217,17,2024-03-28,Considering purchase
2249,2627,164,26,2024-11-17,Second Visit
2250,2802,1524,71,2024-04-29,Comparing Options
2251,411,1078,157,2020-08-19,Considering purchase
2252,2380,1940,7,2023-10-25,Comparing Options
2253,2211,209,35,2024-07-27,Second Visit
2254,26,1648,34,2021-05-02,Neighborhood Check
2255,634,1,35,2023-05-04,Viewing
2256,663,1228,248,2021-06-07,Considering rent
2257,423,1631,64,2020-06-26,Price Inquiry
2258,814,1116,196,2020-11-11,Second Visit
2259,2937,811,225,2020-06-07,Viewing
2260,2042,663,219,2023-02-14,Considering rent
2261,325,1790,47,2023-12-17,Viewing
2262,12,124,62,2022-11-04,Considering purchase
2263,765,1579,126,2021-03-28,Comparing Options
2264,2309,1206,125,2022-09-29,Price Inquiry
2265,2370,1667,14,2024-10-19,Considering rent
2266,2677,1083,205,2021-12-19,Second Visit
2267,933,1090,141,2020-05-06,Viewing
2268,871,1264,108,2024-10-25,Second Visit
2269,1919,452,73,2022-08-05,Second Visit
2270,4,1270,47,2021-10-28,Comparing Options
2271,2496,452,247,2021-07-17,Second Visit
2272,2806,1318,249,2021-02-01,Considering purchase
2273,2824,869,226,2022-04-21,Considering purchase
2274,2026,472,74,2024-10-25,Price Inquiry
2275,1245,1513,189,2022-05-20,Second Visit
2276,198,615,67,2024-01-22,Considering purchase
2277,2768,135,123,2023-09-15,Viewing
2278,1701,322,125,2021-11-24,Viewing
2279,1539,1895,5,2021-09-03,Considering rent
2280,1758,275,150,2024-06-01,Second Visit
2281,339,1901,230,2020-10-21,Price Inquiry
2282,1652,355,19,2021-05-06,Considering rent
2283,1034,328,193,2022-04-22,Considering purchase
2284,392,1351,22,2021-02-12,Considering purchase
2285,735,1189,241,2023-06-12,Price Inquiry
2286,2366,817,243,2021-05-01,Second Visit
2287,846,770,73,2021-08-18,Considering purchase
2288,195,366,244,2021-03-29,Price Inquiry
2289,1351,25,159,2022-09-26,Considering purchase
2290,1351,858,93,2023-10-25,Second Visit
2291,1481,817,18,2021-10-30,Neighborhood Check
2292,2451,1247,192,2021-02-02,Considering purchase
2293,2426,973,233,2022-05-20,Considering purchase
2294,1817,1148,47,2022-02-25,Price Inquiry
2295,2955,1063,210,2022-07-21,Neighborhood Check
2296,1572,1484,145,2020-07-18,Price Inquiry
2297,2889,1432,245,2022-05-23,Second Visit
2298,515,1947,247,2023-05-30,Considering purchase
2299,44,706,41,2022-11-29,Viewing
2300,2591,807,134,2020-05-09,Comparing Options
2301,2348,1577,53,2022-07-30,Price Inquiry
2302,2797,382,34,2020-02-29,Comparing Options
2303,142,1762,191,2022-04-09,Viewing
2304,1443,2028,248,2024-04-04,Second Visit
2305,2862,259,216,2020-05-04,Second Visit
2306,2507,11,69,2021-01-18,Price Inquiry
2307,2578,838,205,2022-05-12,Second Visit
2308,1488,1008,10,2023-03-04,Maintenance Inquiry
2309,1353,424,104,2024-06-16,Viewing
2310,1833,1457,127,2023-09-08,Second Visit
2311,2195,1709,29,2024-11-26,Second Visit
2312,2076,1374,51,2023-03-27,Considering purchase
2313,1842,956,226,2020-12-02,Price Inquiry
2314,119,162,144,2020-09-21,Considering purchase
2315,1333,367,78,2022-07-02,Considering rent
2316,946,1886,74,2021-10-09,Viewing
2317,333,216,93,2020-01-16,Second Visit
2318,312,1339,52,2021-11-03,Considering rent
2319,469,561,233,2021-12-16,Neighborhood Check
2320,1137,122,106,2022-08-25,Second Visit
2321,144,837,112,2022-11-02,Second Visit
2322,1430,359,47,2022-11-24,Considering purchase
2323,1210,646,144,2021-01-18,Viewing
2324,1017,810,67,2022-09-27,Viewing
2325,1719,647,24,2022-12-04,Neighborhood Check
2326,1249,1024,32,2023-02-01,Second Visit
2327,2456,1876,48,2024-09-09,Considering rent
2328,1802,522,64,2021-08-01,Considering purchase
2329,1203,229,66,2024-12-09,Viewing
2330,1318,1854,79,2023-12-13,Viewing
2331,962,1798,141,2021-08-18,Considering purchase
2332,654,1315,213,2021-09-15,Second Visit
2333,180,1524,229,2022-04-27,Viewing
2334,2919,1543,217,2024-01-16,Second Visit
2335,2251,1438,139,2023-09-10,Price Inquiry
2336,357,1470,145,2021-04-17,Considering purchase
2337,21,1039,191,2021-04-24,Neighborhood Check
2338,2355,1726,55,2023-10-25,Considering purchase
2339,357,740,112,2022-04-16,Second Visit
2340,945,1215,97,2022-11-20,Second Visit
2341,1207,664,86,2021-09-11,Price Inquiry
2342,422,2032,2,2022-10-27,Neighborhood Check
2343,559,156,219,2021-09-13,Considering rent
2344,2699,1145,91,2022-01-02,Second Visit
2345,1122,482,228,2020-04-16,Neighborhood Check
2346,2141,37,144,2020-03-28,Viewing
2347,649,742,80,2023-10-20,Second Visit
2348,1189,1909,237,2020-01-05,Viewing
2349,437,1485,95,2021-09-20,Second Visit
2350,2610,1018,96,2020-01-07,Second Visit
2351,1283,2029,237,2020-05-04,Comparing Options
2352,1165,44,72,2023-03-02,Considering purchase
2353,2988,421,177,2021-04-01,Second Visit
2354,2160,1364,97,2022-05-03,Neighborhood Check
2355,2783,109,197,2021-04-27,Second Visit
2356,2076,1887,225,2023-03-15,Neighborhood Check
2357,91,1166,159,2024-05-23,Viewing
2358,887,21,48,2020-01-11,Considering rent
2359,2392,1108,61,2020-01-20,Viewing
2360,2413,1002,171,2023-02-23,Viewing
2361,1359,2048,43,2022-08-29,Viewing
2362,24,1555,17,2022-06-17,Considering rent
2363,1536,974,132,2023-12-14,Considering purchase
2364,1039,692,167,2021-08-04,Price Inquiry
2365,2975,1840,218,2020-02-28,Viewing
2366,505,451,216,2021-04-14,Price Inquiry
2367,1875,1308,87,2024-02-15,Considering rent
2368,650,19,120,2020-05-12,Second Visit
2369,1758,386,225,2020-01-05,Price Inquiry
2370,2373,137,124,2022-07-31,Considering rent
2371,653,809,24,2023-03-17,Considering purchase
2372,290,1866,82,2024-07-28,Second Visit
2373,1746,411,97,2020-02-19,Neighborhood Check
2374,284,1274,193,2023-01-15,Viewing
2375,2542,773,82,2023-11-29,Viewing
2376,2445,1381,217,2023-11-02,Second Visit
2377,1412,325,3,2020-03-20,Second Visit
2378,132,1923,52,2021-10-17,Considering rent
2379,2324,824,72,2022-10-09,Viewing
2380,2747,732,50,2022-11-15,Price Inquiry
2381,1577,1942,19,2023-05-28,Comparing Options
2382,2635,1306,63,2023-05-08,Comparing Options
2383,317,798,188,2021-03-14,Second Visit
2384,890,293,149,2020-06-27,Viewing
2385,901,1899,106,2021-05-14,Viewing
2386,1619,505,205,2022-04-02,Neighborhood Check
2387,774,696,155,2022-12-27,Neighborhood Check
2388,1936,1772,160,2022-02-26,Viewing
2389,2918,980,12,2024-07-15,Considering rent
2390,785,1967,94,2020-07-11,Maintenance Inquiry
2391,2964,263,50,2020-09-04,Considering rent
