property_id,owner_id,property_manager_id,address_id,listing_date,property_type,rooms,bathrooms,parking,condition,listing_type,listing_price
1167,199,224,1167,7/29/2022,Apartment,3,3,1,Poor,Rent,3061
1168,1316,56,1168,4/24/2024,House,3,4,2,Good,Sale,655104
1169,116,10,1169,1/10/2023,House,6,2,3,Fair,Rent,4788
1170,1261,137,1170,2/11/2020,Office,5,2,2,Good,Rent,4990
1171,8,178,1171,7/26/2024,Studio,2,1,2,Good,Rent,1902
1172,1380,250,1172,6/11/2023,Apartment,4,3,2,Fair,Sale,245176
1173,1132,94,1173,11/14/2023,Studio,2,1,3,Good,Rent,3004
1174,1511,166,1174,11/7/2023,Studio,2,1,1,Good,Rent,1970
1175,32,58,1175,5/30/2021,Apartment,2,3,0,Good,Sale,208845
1176,1353,174,1176,8/3/2021,House,6,2,2,Good,Rent,8576
1177,667,94,1177,10/28/2020,Apartment,4,1,3,Good,Rent,3119
1178,214,122,1178,2/6/2024,Office,5,2,3,Good,Rent,3180
1179,735,110,1179,5/20/2020,Studio,2,1,1,Good,Sale,245490
1180,1502,142,1180,1/13/2023,Villa,4,6,1,Good,Rent,8334
1181,1460,239,1181,9/24/2021,House,4,3,2,Poor,Rent,4406
1182,92,166,1182,10/30/2023,Office,4,1,2,Fair,Rent,3349
1183,519,163,1183,6/19/2021,Studio,2,1,3,Good,Rent,3194
1184,268,201,1184,4/17/2024,Apartment,4,2,1,Good,Sale,233328
1185,1546,143,1185,7/18/2024,Office,4,2,2,Good,Sale,413255
1186,1408,151,1186,8/1/2021,Villa,4,5,0,Good,Rent,8401
1187,1665,137,1187,1/14/2023,Office,2,3,1,Fair,Sale,186746
1188,1314,10,1188,1/3/2023,Office,5,2,2,Good,Rent,4049
1189,1711,115,1189,3/10/2020,Villa,4,6,2,Good,Sale,1420713
1190,88,204,1190,6/30/2024,Apartment,2,3,3,Poor,Sale,137212
1191,461,133,1191,1/23/2023,Studio,1,1,0,Good,Rent,1492
1192,226,224,1192,8/16/2020,Apartment,3,3,2,Good,Rent,2972
1193,134,31,1193,2/27/2021,Office,2,3,0,Fair,Sale,220174
1194,1351,163,1194,2/3/2020,Villa,4,3,3,Good,Sale,1359606
1195,923,88,1195,3/4/2021,Studio,1,1,0,Poor,Sale,100154
1196,866,8,1196,6/2/2021,Studio,1,1,2,Good,Rent,1422
1197,1330,122,1197,12/21/2021,House,4,3,1,Fair,Rent,4685
1198,987,200,1198,6/6/2020,Apartment,4,2,3,Good,Rent,3489
1199,925,110,1199,10/15/2021,House,4,2,2,Fair,Rent,5663
1200,1656,20,1200,3/27/2024,Office,5,1,3,Good,Rent,3138
1201,1091,174,1201,4/16/2024,Studio,1,1,0,Poor,Rent,1674
1202,1725,98,1202,1/24/2020,Villa,8,5,3,Good,Sale,1992848
1203,1688,142,1203,7/11/2024,Villa,5,6,1,Good,Sale,964804
1204,232,224,1204,10/3/2021,Studio,2,1,2,Fair,Rent,1678
1205,524,220,1205,2/20/2022,Studio,2,1,2,Fair,Sale,155842
1206,1060,38,1206,3/12/2023,Studio,2,1,2,Poor,Rent,2323
1207,1541,98,1207,5/19/2020,Villa,5,6,3,Good,Sale,854374
1208,1588,133,1208,1/28/2024,House,4,4,0,Good,Rent,7586
1209,271,31,1209,12/21/2023,Studio,1,1,2,Good,Rent,1546
1210,950,200,1210,1/3/2022,Office,3,3,0,Good,Rent,2850
1211,441,174,1211,12/30/2024,Villa,6,6,2,Poor,Sale,843224
1212,1538,169,1212,5/28/2024,House,6,4,0,Good,Sale,813162
1213,1534,40,1213,3/6/2021,Apartment,3,1,1,Good,Sale,184887
1214,1585,170,1214,7/10/2023,Studio,1,1,0,Fair,Rent,1852
1215,1350,76,1215,11/22/2020,Office,5,1,3,Fair,Rent,2605
1216,1602,115,1216,4/11/2023,House,4,2,0,Poor,Rent,3889
1217,590,31,1217,4/3/2024,Studio,2,1,3,Good,Sale,175521
1218,1572,40,1218,8/2/2020,Studio,2,1,1,Fair,Rent,1963
1219,70,31,1219,5/9/2021,Villa,7,4,2,Poor,Sale,667983
1220,1274,183,1220,3/28/2022,Studio,2,1,3,Fair,Sale,160358
1221,1271,105,1221,9/23/2024,Apartment,2,2,3,Good,Rent,2158
1222,814,114,1222,6/3/2021,House,6,3,1,Good,Sale,476843
1223,1631,68,1223,1/4/2024,Office,1,2,3,Fair,Sale,180914
1224,601,202,1224,1/24/2024,House,5,4,1,Fair,Rent,4849
1225,185,133,1225,8/21/2021,Villa,5,4,2,Good,Sale,945126
1226,212,38,1226,12/16/2021,Villa,5,5,3,Poor,Sale,843199
1227,1754,234,1227,8/13/2021,House,6,2,2,Fair,Rent,7502
1228,26,9,1228,3/21/2023,Apartment,2,1,2,Fair,Rent,1721
1229,1409,38,1229,8/4/2020,Office,1,3,0,Good,Rent,2811
1230,1118,224,1230,1/19/2020,Office,4,1,1,Good,Sale,386953
1231,872,178,1231,1/4/2022,Office,2,2,1,Good,Rent,3327
1232,24,133,1232,8/28/2022,Office,4,1,1,Good,Rent,3305
1233,189,151,1233,3/4/2022,Studio,2,1,1,Good,Rent,1833
1234,1284,119,1234,9/25/2024,Apartment,3,3,1,Fair,Rent,3762
1235,1729,178,1235,2/23/2020,Studio,1,1,0,Good,Rent,1509
1236,867,119,1236,11/27/2020,Villa,8,6,2,Good,Rent,11245
1237,430,98,1237,7/5/2022,Studio,2,1,1,Good,Sale,149678
1238,175,174,1238,2/5/2022,Apartment,2,3,2,Good,Sale,174572
1239,766,151,1239,3/17/2024,Villa,6,5,2,Good,Rent,10127
1240,312,204,1240,4/8/2023,Apartment,2,1,2,Good,Rent,1920
1241,936,33,1241,1/17/2022,Villa,8,4,1,Fair,Rent,15137
1242,1485,33,1242,4/17/2021,House,4,2,2,Fair,Rent,5123
1243,463,223,1243,7/2/2021,Villa,5,6,1,Good,Rent,13507
1244,1724,199,1244,11/7/2022,Villa,7,4,2,Poor,Rent,7001
1245,550,8,1245,12/2/2021,House,3,3,0,Good,Rent,4418
1246,1526,165,1246,11/20/2020,Studio,1,1,2,Fair,Sale,117955
1247,726,166,1247,8/28/2023,Villa,7,6,1,Good,Rent,12868
1248,932,98,1248,7/29/2022,Apartment,2,3,0,Good,Rent,2773
1249,941,88,1249,2/3/2020,Studio,2,1,3,Fair,Rent,1632
1250,1108,98,1250,7/16/2024,Apartment,4,1,0,Poor,Sale,162942
1251,1268,239,1251,1/25/2021,Office,3,3,0,Good,Sale,334497
1252,1,174,1252,11/21/2021,House,3,2,0,Fair,Rent,6011
1253,699,137,1253,10/30/2023,Office,2,3,1,Good,Sale,173375
1254,795,33,1254,12/24/2021,Studio,2,1,3,Fair,Sale,195788
1255,1749,183,1255,3/22/2020,Villa,7,3,0,Good,Rent,13462
1256,589,110,1256,9/12/2021,House,6,4,1,Good,Sale,687345
1257,1540,250,1257,8/30/2021,Villa,6,5,1,Good,Sale,1070569
1258,453,115,1258,12/12/2024,Villa,6,4,0,Good,Rent,12654
1259,273,183,1259,3/5/2020,Apartment,3,3,3,Good,Sale,326541
1260,1453,224,1260,8/3/2022,Villa,5,5,0,Good,Sale,1100330
1261,1018,110,1261,10/20/2021,House,6,4,1,Good,Rent,10007
1262,1038,224,1262,8/20/2022,Villa,8,3,0,Good,Rent,10863
1263,1414,201,1263,8/29/2022,Villa,7,5,1,Fair,Rent,9031
1264,1483,94,1264,8/1/2022,Studio,1,1,0,Good,Sale,179381
1265,1218,142,1265,5/13/2021,House,4,4,3,Good,Sale,459442
1266,1300,105,1266,9/14/2021,Villa,7,3,1,Good,Rent,10091
1267,1748,115,1267,3/31/2022,Apartment,4,1,2,Fair,Rent,2583
1268,1516,76,1268,9/26/2020,Apartment,2,1,3,Good,Sale,179133
1269,1653,58,1269,7/30/2021,Villa,6,5,1,Good,Sale,1254108
1270,1111,8,1270,8/27/2022,House,6,4,0,Good,Sale,500726
1271,471,10,1271,3/21/2022,Villa,5,3,1,Good,Rent,12352
1272,9,9,1272,8/19/2023,Villa,8,3,0,Fair,Sale,1136516
1273,713,68,1273,2/14/2024,Villa,4,3,3,Good,Rent,11183
1274,829,204,1274,1/22/2023,Studio,1,1,2,Good,Rent,2339
1275,1192,164,1275,2/14/2020,Studio,2,1,2,Good,Sale,170968
1276,1233,142,1276,11/25/2022,House,5,4,0,Good,Rent,6106
1277,705,76,1277,1/16/2022,House,5,3,0,Good,Sale,701016
1278,359,133,1278,4/15/2020,Office,2,3,3,Good,Sale,169892
1279,1606,202,1279,3/8/2020,Studio,2,1,0,Good,Sale,162978
1280,1689,119,1280,12/17/2023,Studio,2,1,2,Good,Sale,155969
1281,1265,202,1281,2/2/2020,Apartment,4,3,2,Good,Sale,370213
1282,985,223,1282,2/7/2023,Office,3,3,3,Good,Rent,3636
1283,300,115,1283,7/4/2024,Studio,2,1,3,Good,Sale,163082
1284,382,200,1284,10/30/2022,Apartment,4,3,2,Good,Rent,3722
1285,193,151,1285,6/20/2020,Villa,4,4,1,Poor,Sale,585198
1286,437,20,1286,12/11/2024,Office,5,1,2,Good,Sale,310642
1287,1211,200,1287,11/28/2021,Apartment,2,2,2,Good,Sale,192316
1288,1653,224,1288,4/19/2020,Office,5,3,3,Fair,Sale,270453
1289,989,166,1289,4/16/2024,House,6,2,3,Fair,Sale,696583
1290,236,20,1290,1/15/2022,Villa,8,4,3,Good,Rent,11836
1291,1,31,1291,12/2/2021,Studio,2,1,1,Fair,Rent,1472
1292,835,122,1292,11/29/2024,Apartment,3,1,0,Fair,Sale,277492
1293,2,59,1293,12/11/2021,Studio,2,1,1,Fair,Rent,2720
1294,1073,201,1294,8/21/2023,Studio,2,1,3,Good,Sale,234272
1295,100,183,1295,12/15/2020,Studio,2,1,0,Good,Rent,2929
1296,696,142,1296,7/20/2021,Office,2,2,1,Good,Sale,159605
1297,1283,8,1297,6/5/2023,Apartment,2,2,1,Good,Rent,2430
1298,1365,10,1298,6/1/2024,Villa,5,4,1,Good,Rent,8189
1299,26,122,1299,4/24/2021,Studio,2,1,1,Good,Rent,1789
1300,118,142,1300,12/2/2022,Villa,4,3,1,Good,Sale,769743
1301,755,40,1301,3/29/2023,Office,2,2,3,Good,Rent,1968
1302,177,163,1302,10/28/2024,House,3,3,2,Fair,Sale,378530
1303,1615,58,1303,9/25/2021,Office,1,1,2,Fair,Sale,139900
1304,1356,200,1304,2/19/2023,Villa,4,5,2,Good,Rent,6997
1305,1046,163,1305,8/17/2021,Studio,2,1,1,Fair,Rent,1932
1306,1000,174,1306,7/4/2023,Villa,8,3,1,Good,Sale,1718768
1307,1431,8,1307,7/31/2021,House,4,3,3,Good,Rent,5410
1308,309,158,1308,2/21/2023,Studio,1,1,1,Good,Sale,196429
1309,1296,76,1309,5/7/2022,Studio,1,1,2,Good,Sale,129180
1310,1219,94,1310,12/23/2022,Studio,1,1,1,Good,Sale,135752
1311,568,98,1311,7/20/2020,Studio,2,1,3,Fair,Sale,234105
1312,206,200,1312,3/25/2022,Apartment,2,1,2,Good,Sale,171883
1313,42,105,1313,7/20/2023,Villa,7,3,3,Fair,Rent,9729
1314,983,143,1314,2/17/2024,Villa,7,5,2,Good,Sale,1262248
1315,1700,68,1315,7/20/2024,Studio,2,1,0,Good,Sale,250293
1316,1089,220,1316,5/20/2020,Apartment,3,2,2,Good,Sale,309869
1317,909,166,1317,5/7/2022,Studio,1,1,0,Good,Sale,125833
1318,482,68,1318,11/2/2020,Apartment,2,2,2,Fair,Sale,263761
1319,1687,122,1319,8/22/2022,Office,3,1,1,Good,Sale,248021
1320,203,220,1320,4/25/2021,Office,5,1,2,Good,Sale,519622
1321,1025,98,1321,1/6/2022,Villa,7,4,1,Fair,Rent,12994
1322,477,98,1322,2/7/2021,Office,3,1,3,Good,Sale,238556
1323,411,163,1323,2/14/2024,Office,3,2,2,Fair,Sale,363414
1324,773,25,1324,5/2/2020,Office,2,1,1,Good,Sale,208537
1325,1267,200,1325,4/11/2021,Villa,4,4,2,Good,Rent,9976
1326,1621,239,1326,7/14/2023,Apartment,3,2,1,Good,Rent,3088
1327,207,164,1327,2/5/2023,House,5,2,3,Fair,Rent,6206
1328,1677,224,1328,2/4/2023,Office,5,3,3,Good,Sale,334809
1329,1422,143,1329,10/13/2020,House,3,4,2,Fair,Sale,403247
1330,1013,9,1330,8/13/2023,Office,2,3,3,Good,Sale,278765
1331,542,98,1331,5/26/2023,Villa,4,3,0,Fair,Rent,11162
1332,1064,163,1332,10/7/2024,Villa,5,4,2,Good,Rent,7448
1333,1637,98,1333,6/30/2021,Apartment,4,2,3,Fair,Rent,4480
1334,933,143,1334,7/17/2021,Office,3,2,2,Good,Rent,3994
1335,1565,250,1335,3/29/2020,House,4,4,1,Good,Sale,734190
1336,1599,142,1336,5/23/2021,Villa,6,6,1,Good,Sale,935035
1337,871,165,1337,11/9/2021,House,3,3,0,Poor,Sale,346417
1338,53,94,1338,3/1/2022,Villa,5,6,3,Good,Rent,9301
1339,1126,119,1339,8/21/2020,Studio,2,1,3,Good,Sale,258180
1340,1709,178,1340,4/17/2020,Office,5,1,1,Fair,Sale,375092
1341,597,183,1341,7/2/2024,Office,2,2,2,Good,Sale,254555
1342,756,220,1342,5/13/2020,House,4,3,3,Good,Sale,633155
1343,547,239,1343,1/14/2022,Studio,1,1,1,Good,Rent,2373
1344,1181,234,1344,10/11/2021,House,6,3,2,Good,Rent,6151
1345,1092,56,1345,9/21/2024,House,6,3,1,Poor,Rent,6498
1346,103,201,1346,6/19/2020,Apartment,4,3,2,Good,Sale,267699
1347,1706,224,1347,1/27/2024,House,3,2,3,Good,Rent,4278
1348,383,164,1348,7/2/2022,Office,1,2,0,Good,Rent,1848
1349,1288,31,1349,9/3/2020,Villa,4,3,3,Good,Sale,1227526
1350,1097,10,1350,11/21/2023,Studio,1,1,3,Fair,Sale,178780
1351,723,239,1351,1/25/2021,Apartment,2,3,2,Fair,Rent,3327
1352,448,56,1352,12/17/2023,Villa,5,6,2,Fair,Sale,1093374
1353,1315,56,1353,3/8/2021,Apartment,2,3,1,Fair,Rent,2093
1354,1003,58,1354,2/9/2024,Villa,8,6,3,Good,Sale,1182758
1355,1366,238,1355,7/14/2021,Villa,7,6,2,Good,Sale,1058565
1356,541,76,1356,7/18/2020,Villa,7,4,3,Good,Rent,16452
1357,651,158,1357,3/24/2023,House,4,3,3,Fair,Rent,4637
1358,87,9,1358,1/26/2020,Villa,4,3,2,Fair,Sale,727423
1359,1677,133,1359,10/12/2024,Apartment,2,2,1,Good,Sale,296100
1360,330,158,1360,4/12/2023,Studio,1,1,3,Good,Sale,178413
1361,1317,224,1361,4/5/2023,Villa,5,5,3,Fair,Sale,808497
1362,1608,223,1362,12/8/2024,Office,2,3,1,Fair,Rent,2851
1363,527,25,1363,1/18/2022,House,6,2,1,Good,Rent,9978
1364,885,202,1364,3/16/2021,Studio,1,1,3,Fair,Rent,1305
1365,1382,151,1365,3/10/2024,Villa,7,4,2,Good,Sale,1109530
1366,1023,59,1366,5/28/2022,Studio,2,1,1,Good,Rent,2650
1367,367,8,1367,10/12/2021,Studio,2,1,3,Fair,Rent,2384
1368,182,174,1368,6/6/2023,Apartment,2,2,0,Fair,Rent,2840
1369,768,238,1369,12/9/2023,House,5,4,3,Good,Rent,5767
1370,1083,200,1370,4/22/2024,Villa,7,5,2,Fair,Rent,13404
1371,159,178,1371,7/11/2020,Apartment,2,3,2,Fair,Rent,2391
1372,382,137,1372,9/1/2024,House,4,2,2,Good,Sale,783696
1373,869,25,1373,3/6/2022,Studio,1,1,2,Good,Rent,2290
1374,462,238,1374,7/20/2021,Studio,2,1,1,Good,Sale,245438
1375,1718,183,1375,5/5/2024,Apartment,4,2,3,Good,Rent,3473
1376,1067,166,1376,11/15/2022,Villa,6,3,0,Fair,Sale,908979
1377,1678,166,1377,11/7/2022,Apartment,3,2,2,Good,Rent,3053
1378,1279,115,1378,1/21/2022,Studio,2,1,3,Fair,Rent,2054
1379,1656,220,1379,4/27/2024,Villa,6,5,3,Fair,Rent,8189
1380,1420,9,1380,5/17/2022,Studio,1,1,0,Fair,Sale,109662
1381,544,98,1381,12/25/2023,Office,4,2,3,Good,Rent,3075
1382,1341,170,1382,12/17/2021,Villa,8,5,3,Fair,Sale,1058807
1383,528,250,1383,8/7/2022,Villa,5,5,3,Good,Rent,8987
1384,1547,224,1384,10/13/2022,Studio,2,1,2,Good,Sale,165090
1385,1578,68,1385,5/15/2024,House,5,2,2,Poor,Sale,527994
1386,889,250,1386,10/11/2020,Apartment,4,1,2,Good,Sale,223748
1387,896,142,1387,3/3/2023,Apartment,2,1,3,Good,Rent,3551
1388,266,239,1388,9/23/2023,Villa,4,4,1,Good,Sale,988000
1389,539,224,1389,10/2/2021,Apartment,4,3,0,Fair,Rent,3681
1390,1177,142,1390,5/21/2021,Office,5,3,2,Poor,Sale,210928
1391,276,164,1391,3/14/2021,Studio,2,1,2,Good,Sale,158437
1392,1116,238,1392,6/4/2023,Villa,8,6,2,Good,Sale,1425159
1393,922,199,1393,5/28/2022,Villa,5,4,2,Good,Rent,11313
1394,1,20,1394,2/28/2022,House,5,2,2,Good,Rent,4858
1395,1749,174,1395,5/11/2020,Villa,5,5,1,Fair,Rent,11254
1396,1527,59,1396,4/6/2022,Apartment,2,3,2,Fair,Sale,209847
1397,1538,169,1397,6/10/2023,House,5,4,3,Good,Rent,8539
1398,760,105,1398,9/28/2022,Villa,6,3,0,Poor,Rent,10323
1399,1404,238,1399,7/24/2021,Villa,4,5,2,Good,Sale,1405030
1400,739,114,1400,4/29/2024,House,3,3,2,Poor,Rent,3623
1401,343,164,1401,9/15/2022,Villa,4,3,2,Fair,Sale,1107505
1402,1381,223,1402,10/24/2020,Office,5,3,3,Good,Sale,342665
1403,1411,151,1403,3/13/2021,House,3,4,1,Good,Sale,402193
1404,299,25,1404,8/26/2022,Apartment,4,1,1,Fair,Sale,298278
1405,1151,56,1405,8/3/2024,Villa,7,5,1,Good,Sale,1087006
1406,1524,56,1406,8/21/2024,Office,2,2,3,Good,Sale,289847
1407,1739,170,1407,12/9/2020,House,5,4,2,Good,Rent,6040
1408,1317,239,1408,5/24/2024,Studio,1,1,0,Good,Rent,1406
1409,976,200,1409,3/19/2024,Studio,2,1,2,Good,Sale,161930
1410,237,199,1410,4/20/2023,Apartment,4,2,1,Fair,Sale,209651
1411,1224,142,1411,12/9/2021,Apartment,3,2,3,Good,Sale,223793
1412,543,94,1412,5/10/2023,Villa,6,4,2,Fair,Rent,8948
1413,1418,142,1413,3/20/2021,House,4,4,2,Good,Sale,553613
1414,715,31,1414,11/12/2023,Office,4,2,2,Good,Rent,2691
1415,1026,238,1415,8/20/2020,Office,4,2,3,Fair,Sale,253618
1416,919,9,1416,11/7/2023,Studio,1,1,1,Good,Rent,1549
1417,1106,178,1417,6/6/2020,Studio,1,1,2,Good,Rent,1977
1418,1607,94,1418,7/15/2022,Apartment,4,3,3,Good,Rent,3627
1419,1157,105,1419,6/17/2020,Villa,4,6,3,Fair,Sale,1233062
1420,80,165,1420,3/19/2024,Studio,1,1,1,Good,Sale,215150
1421,1448,199,1421,6/11/2022,House,4,3,0,Good,Sale,574903
1422,548,142,1422,2/26/2021,Apartment,2,1,2,Good,Sale,240124
1423,1396,25,1423,10/17/2020,Apartment,3,2,3,Good,Sale,249361
1424,1515,83,1424,9/29/2020,Office,4,2,2,Fair,Sale,312469
1425,211,201,1425,5/18/2020,Office,4,2,1,Good,Sale,240340
1426,143,143,1426,7/4/2022,Apartment,3,1,2,Good,Sale,319030
1427,1086,238,1427,9/9/2024,Villa,7,3,0,Poor,Sale,1287359
1428,151,238,1428,9/9/2021,Studio,2,1,2,Good,Rent,2881
1429,520,200,1429,11/10/2024,Apartment,4,2,2,Fair,Sale,213868
1430,462,164,1430,1/18/2023,House,6,2,2,Fair,Sale,562745
1431,1029,238,1431,10/19/2022,Office,5,1,1,Fair,Sale,269384
1432,480,20,1432,4/10/2021,Office,3,1,3,Fair,Sale,222982
1433,1426,88,1433,11/18/2024,Apartment,2,3,1,Good,Rent,2377
1434,1396,199,1434,7/28/2020,House,4,4,3,Good,Rent,5222
1435,633,9,1435,8/16/2020,Villa,7,5,1,Fair,Sale,874849
1436,677,163,1436,9/30/2021,Office,1,1,3,Fair,Sale,163645
1437,99,199,1437,7/27/2024,House,6,2,2,Good,Sale,925909
1438,459,143,1438,12/9/2021,Studio,2,1,0,Good,Rent,2041
1439,1169,105,1439,7/31/2021,Apartment,3,3,2,Good,Sale,209706
1440,255,170,1440,7/5/2021,Studio,2,1,3,Good,Sale,170661
1441,334,83,1441,10/24/2023,Office,4,3,2,Good,Sale,274512
1442,1307,9,1442,3/17/2021,Apartment,3,1,0,Fair,Rent,2082
1443,683,220,1443,7/20/2021,Apartment,3,3,1,Good,Rent,3443
1444,265,151,1444,9/10/2020,Office,2,3,2,Fair,Rent,2799
1445,825,170,1445,11/3/2021,Office,1,3,1,Fair,Rent,1427
1446,1656,170,1446,4/15/2024,House,3,4,0,Good,Rent,6188
1447,589,133,1447,12/22/2022,House,5,4,1,Fair,Sale,437174
1448,258,200,1448,12/20/2024,Villa,7,4,3,Good,Sale,1059234
1449,989,204,1449,4/17/2020,Studio,1,1,0,Good,Sale,126079
1450,342,199,1450,3/22/2024,House,4,2,3,Good,Sale,664791
1451,492,31,1451,11/6/2024,Villa,8,5,1,Good,Rent,16473
1452,895,98,1452,1/10/2020,Studio,2,1,2,Poor,Rent,1473
1453,1160,56,1453,9/17/2021,Studio,2,1,1,Fair,Rent,1579
1454,1001,165,1454,6/22/2022,Apartment,2,3,3,Good,Sale,251335
1455,862,68,1455,10/18/2021,Apartment,3,1,1,Good,Sale,317638
1456,204,76,1456,5/16/2020,Villa,7,3,2,Poor,Sale,1143579
1457,304,88,1457,2/24/2020,Studio,1,1,3,Good,Sale,217306
1458,1364,238,1458,11/30/2023,Villa,4,4,0,Fair,Rent,11112
1459,1431,250,1459,7/28/2023,Apartment,4,2,3,Good,Sale,273122
1460,48,151,1460,1/5/2020,Villa,4,5,0,Good,Rent,7467
1461,1236,40,1461,11/4/2024,Office,3,2,2,Good,Rent,2196
1462,1511,238,1462,4/26/2020,House,4,2,1,Good,Rent,4526
1463,1149,119,1463,5/1/2021,Studio,2,1,3,Good,Sale,170880
1464,1142,165,1464,12/16/2022,Apartment,3,2,0,Good,Rent,2439
1465,439,40,1465,11/19/2021,Villa,8,5,2,Fair,Sale,1704080
1466,1109,133,1466,12/29/2021,Studio,1,1,1,Fair,Sale,121697
1467,751,114,1467,11/27/2022,Villa,5,5,0,Fair,Rent,7063
1468,814,250,1468,8/17/2024,Office,4,2,1,Good,Rent,3845
1469,1684,68,1469,8/27/2024,Office,1,1,2,Fair,Rent,1924
1470,536,25,1470,6/4/2020,Apartment,2,2,1,Fair,Sale,231454
1471,601,165,1471,12/1/2022,Villa,6,6,3,Good,Rent,15316
1472,1633,20,1472,3/8/2024,Apartment,4,3,3,Good,Rent,3350
1473,187,59,1473,1/15/2022,Studio,1,1,2,Good,Rent,1366
1474,1114,114,1474,1/8/2023,Villa,5,4,3,Good,Rent,11092
1475,937,133,1475,2/24/2024,Office,2,2,0,Fair,Rent,3104
1476,1230,142,1476,7/17/2023,House,5,3,0,Good,Sale,754867
1477,362,238,1477,10/11/2020,Office,4,1,0,Fair,Sale,223537
1478,973,114,1478,7/15/2023,Office,1,2,3,Fair,Rent,2398
1479,785,170,1479,10/6/2021,Office,5,3,2,Fair,Sale,314790
1480,597,33,1480,3/13/2020,Office,5,2,0,Fair,Rent,3011
1481,328,165,1481,6/14/2023,House,3,3,3,Fair,Sale,527611
1482,1315,151,1482,11/16/2024,Office,3,2,3,Good,Rent,3503
1483,1125,220,1483,7/10/2022,House,5,3,3,Good,Sale,702743
1484,1558,234,1484,1/23/2024,Villa,5,5,1,Fair,Rent,9676
1485,727,137,1485,1/23/2023,Apartment,3,1,3,Good,Rent,3709
1486,1473,98,1486,10/14/2023,House,5,3,1,Good,Rent,5420
1487,1134,68,1487,4/9/2022,Villa,6,3,2,Fair,Sale,1008870
1488,24,10,1488,11/28/2024,Apartment,2,2,1,Good,Rent,2315
1489,1593,178,1489,8/12/2023,House,3,4,2,Good,Sale,645310
1490,313,20,1490,1/26/2023,Villa,7,4,0,Fair,Sale,1009663
1491,760,68,1491,2/16/2022,Office,4,2,3,Good,Sale,376671
1492,1417,174,1492,12/17/2023,Studio,2,1,0,Good,Sale,137188
1493,370,204,1493,6/10/2023,House,5,3,2,Fair,Rent,7315
1494,980,201,1494,8/24/2023,Apartment,2,3,1,Good,Rent,3604
1495,1516,31,1495,11/4/2020,Apartment,3,3,1,Good,Sale,255575
1496,1664,163,1496,4/17/2020,Apartment,3,1,1,Good,Sale,212687
1497,46,238,1497,8/17/2024,House,6,2,3,Good,Rent,9389
1498,179,98,1498,3/30/2022,Office,1,1,1,Fair,Sale,118705
1499,1530,115,1499,5/18/2024,House,5,2,3,Fair,Sale,489800
1500,1608,174,1500,5/17/2020,Villa,5,6,0,Good,Rent,8827
1501,996,98,1501,4/19/2022,House,5,3,1,Fair,Rent,5841
1502,1461,9,1502,1/20/2022,Apartment,2,1,2,Good,Rent,2014
1503,988,10,1503,12/7/2023,Studio,1,1,2,Good,Rent,1494
1504,363,68,1504,5/29/2021,Apartment,2,1,3,Good,Rent,1931
1505,738,238,1505,4/8/2024,Apartment,4,1,0,Good,Sale,265825
1506,690,199,1506,10/8/2024,Studio,1,1,3,Good,Sale,115668
1507,538,174,1507,5/7/2022,Villa,6,6,2,Good,Sale,1562568
1508,693,220,1508,11/2/2020,Villa,6,3,0,Fair,Sale,1151763
1509,864,169,1509,1/26/2021,Office,2,3,0,Good,Rent,2637
1510,350,59,1510,3/20/2021,Studio,2,1,3,Fair,Rent,1756
1511,1394,178,1511,7/22/2022,Studio,1,1,3,Fair,Sale,120780
1512,1146,56,1512,4/1/2020,Apartment,3,2,1,Good,Rent,3837
1513,167,114,1513,4/30/2024,Office,5,3,3,Fair,Sale,433849
1514,210,158,1514,7/24/2024,House,5,4,1,Fair,Sale,740556
1515,602,58,1515,7/28/2020,Studio,2,1,3,Poor,Sale,114188
1516,862,163,1516,1/12/2020,Office,4,1,1,Fair,Rent,2341
1517,728,174,1517,8/12/2023,House,6,2,0,Fair,Sale,480685
1518,820,204,1518,7/1/2021,Villa,5,6,1,Fair,Rent,11505
1519,1364,220,1519,8/4/2020,House,4,2,0,Good,Sale,672279
1520,1148,200,1520,3/9/2020,Studio,2,1,2,Fair,Sale,163178
1521,1751,119,1521,11/3/2022,Office,5,2,2,Poor,Rent,2367
1522,1109,200,1522,7/11/2020,Office,5,3,3,Fair,Sale,443922
1523,324,151,1523,11/5/2023,Apartment,2,2,2,Good,Rent,2148
1524,922,174,1524,12/11/2021,House,4,4,1,Good,Rent,8242
1525,590,58,1525,10/2/2020,Studio,2,1,3,Fair,Sale,167810
1526,1696,223,1526,2/15/2024,Villa,8,4,0,Fair,Rent,12811
1527,1419,199,1527,10/4/2020,Studio,1,1,0,Good,Rent,2483
1528,352,8,1528,11/9/2022,House,4,3,2,Good,Rent,8662
1529,618,158,1529,8/1/2020,Studio,2,1,1,Fair,Sale,156481
1530,1164,9,1530,8/13/2024,Villa,5,3,3,Good,Rent,8411
1531,779,25,1531,10/23/2023,Apartment,4,3,1,Poor,Sale,178698
1532,720,76,1532,4/1/2020,Office,5,2,1,Fair,Rent,2832
1533,1469,238,1533,4/25/2022,Apartment,2,3,2,Good,Sale,269827
1534,173,164,1534,6/11/2023,House,3,3,0,Fair,Sale,541776
1535,501,250,1535,11/12/2023,Office,1,2,2,Good,Rent,2420
1536,1282,137,1536,3/22/2021,Office,5,2,2,Good,Rent,3018
1537,274,59,1537,3/4/2021,Office,5,1,0,Fair,Sale,436287
