rent_id,agreement_date,rent_start_date,rent_end_date,terms
2073,2023-01-24,2023-01-26,2024-01-21,Lease agreement for Office in CA for 12 months. Condition: Fair.
2074,2024-08-17,2024-08-26,2027-03-14,Lease agreement for Office in CA for 31 months. Condition: Fair.
2075,2024-09-10,2024-10-01,2027-03-20,Lease agreement for Studio in TX for 30 months. Condition: Good.
2076,2024-12-31,2025-01-10,2027-07-29,Lease agreement for Studio in TX for 31 months. Condition: Good.
2077,2022-07-16,2022-08-07,2023-10-31,Lease agreement for Apartment in CA for 15 months. Condition: Good.
2078,2024-05-19,2024-06-18,2025-03-15,Lease agreement for Apartment in FL for 9 months. Condition: Good.
2079,2024-12-31,2025-01-09,2026-08-02,Lease agreement for Apartment in FL for 19 months. Condition: Good.
2080,2022-07-30,2022-08-15,2025-06-30,Lease agreement for Apartment in NY for 35 months. Condition: Good.
2081,2022-09-05,2022-09-19,2023-03-18,Lease agreement for Villa in IL for 6 months. Condition: Good.
2082,2023-10-02,2023-10-09,2024-08-04,Lease agreement for Villa in IL for 10 months. Condition: Good.
2083,2024-09-02,2024-09-11,2025-05-09,Lease agreement for Villa in IL for 8 months. Condition: Good.
2084,2023-03-12,2023-04-01,2025-05-20,Lease agreement for Villa in FL for 26 months. Condition: Good.
2085,2024-12-31,2025-01-08,2025-12-04,Lease agreement for Villa in FL for 11 months. Condition: Good.
2086,2024-12-31,2025-01-08,2026-05-03,Lease agreement for Villa in FL for 16 months. Condition: Good.
2087,2023-05-01,2023-05-07,2026-02-20,Lease agreement for House in FL for 34 months. Condition: Good.
2088,2024-12-31,2025-01-22,2027-06-11,Lease agreement for House in FL for 29 months. Condition: Good.
2089,2024-05-29,2024-06-16,2026-11-03,Lease agreement for Villa in CA for 29 months. Condition: Good.
2090,2024-12-31,2025-01-15,2026-06-09,Lease agreement for Villa in CA for 17 months. Condition: Good.
2091,2024-12-31,2025-01-05,2026-11-26,Lease agreement for Villa in CA for 23 months. Condition: Good.
2092,2024-09-28,2024-10-16,2027-06-03,Lease agreement for Office in IL for 32 months. Condition: Good.
2093,2024-08-07,2024-09-01,2027-01-19,Lease agreement for Studio in IL for 29 months. Condition: Fair.
2094,2024-12-31,2025-01-20,2025-07-19,Lease agreement for Studio in IL for 6 months. Condition: Fair.
2095,2024-05-07,2024-05-26,2025-06-20,Lease agreement for Villa in IL for 13 months. Condition: Good.
2096,2023-09-02,2023-09-03,2024-05-30,Lease agreement for Office in FL for 9 months. Condition: Good.
2097,2024-12-11,2025-01-01,2026-10-23,Lease agreement for House in NY for 22 months. Condition: Good.
2098,2022-11-22,2022-11-28,2024-08-19,Lease agreement for Villa in FL for 21 months. Condition: Fair.
2099,2024-10-15,2024-11-13,2026-04-07,Lease agreement for Villa in FL for 17 months. Condition: Fair.
2100,2024-12-31,2025-01-17,2027-03-08,Lease agreement for Villa in FL for 26 months. Condition: Fair.
2101,2022-08-04,2022-08-05,2023-12-28,Lease agreement for Villa in NY for 17 months. Condition: Good.
2102,2024-12-04,2024-12-29,2026-10-20,Lease agreement for Villa in FL for 22 months. Condition: Fair.
2103,2024-10-09,2024-10-30,2027-10-15,Lease agreement for Apartment in NY for 36 months. Condition: Fair.
2104,2024-08-27,2024-09-21,2027-03-10,Lease agreement for Studio in NY for 30 months. Condition: Good.
2105,2024-12-31,2025-01-21,2025-11-17,Lease agreement for Studio in NY for 10 months. Condition: Good.
2106,2024-12-31,2025-01-13,2027-02-02,Lease agreement for Studio in NY for 25 months. Condition: Good.
2107,2021-06-01,2021-06-03,2022-02-28,Lease agreement for Villa in CA for 9 months. Condition: Fair.
2108,2022-06-05,2022-06-11,2023-12-03,Lease agreement for Villa in CA for 18 months. Condition: Fair.
2109,2024-02-16,2024-03-14,2026-01-03,Lease agreement for Villa in CA for 22 months. Condition: Fair.
2110,2024-12-26,2025-01-17,2027-11-03,Lease agreement for Apartment in IL for 34 months. Condition: Good.
2111,2024-07-11,2024-07-12,2026-01-03,Lease agreement for House in FL for 18 months. Condition: Fair.
2112,2024-12-31,2025-01-24,2025-08-22,Lease agreement for House in FL for 7 months. Condition: Fair.
2113,2024-06-18,2024-07-14,2026-09-02,Lease agreement for Office in NY for 26 months. Condition: Poor.
2114,2024-12-31,2025-01-04,2026-04-29,Lease agreement for Office in NY for 16 months. Condition: Poor.
2115,2024-12-31,2025-01-12,2025-09-09,Lease agreement for Office in NY for 8 months. Condition: Poor.
2116,2023-03-17,2023-04-06,2024-12-26,Lease agreement for House in IL for 21 months. Condition: Fair.
2117,2024-12-28,2025-01-26,2027-07-15,Lease agreement for House in IL for 30 months. Condition: Fair.
2118,2024-12-31,2025-01-07,2026-07-31,Lease agreement for House in IL for 19 months. Condition: Fair.
2119,2023-06-30,2023-07-13,2025-09-30,Lease agreement for House in CA for 27 months. Condition: Good.
2120,2024-12-31,2025-01-06,2027-10-23,Lease agreement for House in CA for 34 months. Condition: Good.
2121,2024-12-31,2025-01-26,2025-08-24,Lease agreement for House in CA for 7 months. Condition: Good.
2122,2022-03-21,2022-04-09,2023-10-01,Lease agreement for Villa in NY for 18 months. Condition: Good.
2123,2024-01-30,2024-02-04,2026-11-20,Lease agreement for Villa in NY for 34 months. Condition: Good.
2124,2024-02-27,2024-03-20,2025-08-12,Lease agreement for Villa in FL for 17 months. Condition: Good.
2125,2024-12-31,2025-01-08,2026-03-04,Lease agreement for Villa in FL for 14 months. Condition: Good.
2126,2024-07-09,2024-07-15,2027-05-01,Lease agreement for Villa in CA for 34 months. Condition: Good.
2127,2024-10-21,2024-10-22,2027-03-11,Lease agreement for Apartment in NY for 29 months. Condition: Poor.
2128,2024-12-31,2025-01-03,2026-06-27,Lease agreement for Apartment in NY for 18 months. Condition: Poor.
2129,2024-12-31,2025-01-22,2026-06-16,Lease agreement for Apartment in NY for 17 months. Condition: Poor.
2130,2024-05-13,2024-05-21,2026-04-11,Lease agreement for House in NY for 23 months. Condition: Good.
2131,2024-12-31,2025-01-08,2025-08-06,Lease agreement for House in NY for 7 months. Condition: Good.
2132,2023-03-02,2023-03-08,2026-02-20,Lease agreement for Apartment in FL for 36 months. Condition: Good.
2133,2024-12-31,2025-01-05,2026-06-29,Lease agreement for Apartment in FL for 18 months. Condition: Good.
2134,2024-12-31,2025-01-04,2026-10-26,Lease agreement for Apartment in FL for 22 months. Condition: Good.
2135,2021-12-24,2021-12-26,2023-08-18,Lease agreement for Office in TX for 20 months. Condition: Fair.
2136,2024-09-26,2024-10-23,2026-09-13,Lease agreement for Office in TX for 23 months. Condition: Fair.
2137,2024-12-31,2025-01-19,2026-03-15,Lease agreement for Office in TX for 14 months. Condition: Fair.
2138,2023-08-23,2023-08-27,2025-04-18,Lease agreement for Apartment in IL for 20 months. Condition: Good.
2139,2024-12-31,2025-01-06,2027-04-26,Lease agreement for Apartment in IL for 28 months. Condition: Good.
2140,2024-12-31,2025-01-13,2027-06-02,Lease agreement for Apartment in IL for 29 months. Condition: Good.
2141,2023-10-07,2023-10-24,2026-02-10,Lease agreement for Apartment in IL for 28 months. Condition: Good.
2142,2024-12-31,2025-01-04,2026-02-28,Lease agreement for Apartment in IL for 14 months. Condition: Good.
2143,2024-02-12,2024-03-12,2027-01-26,Lease agreement for House in CA for 35 months. Condition: Good.
2144,2024-12-31,2025-01-02,2027-08-20,Lease agreement for House in CA for 32 months. Condition: Good.
2145,2024-12-31,2025-01-21,2027-11-07,Lease agreement for House in CA for 34 months. Condition: Good.
2146,2022-10-13,2022-11-10,2024-08-01,Lease agreement for Villa in CA for 21 months. Condition: Good.
2147,2024-08-31,2024-09-11,2026-07-03,Lease agreement for Studio in IL for 22 months. Condition: Good.
2148,2024-12-31,2025-01-27,2027-08-15,Lease agreement for Studio in IL for 31 months. Condition: Good.
2149,2022-11-21,2022-12-17,2023-11-12,Lease agreement for House in CA for 11 months. Condition: Good.
2150,2021-06-05,2021-06-12,2023-10-30,Lease agreement for Studio in IL for 29 months. Condition: Good.
2151,2023-12-10,2023-12-18,2026-03-07,Lease agreement for Studio in IL for 27 months. Condition: Good.
2152,2024-04-21,2024-04-30,2025-01-25,Lease agreement for Apartment in CA for 9 months. Condition: Fair.
2153,2022-08-05,2022-09-01,2023-02-28,Lease agreement for Villa in CA for 6 months. Condition: Fair.
2154,2023-11-28,2023-12-24,2026-12-08,Lease agreement for Villa in CA for 36 months. Condition: Fair.
2155,2024-12-31,2025-01-23,2027-03-14,Lease agreement for Villa in CA for 26 months. Condition: Fair.
2156,2024-01-04,2024-01-17,2026-01-06,Lease agreement for Studio in TX for 24 months. Condition: Good.
2157,2024-12-31,2025-01-03,2026-02-27,Lease agreement for Studio in TX for 14 months. Condition: Good.
2158,2024-06-17,2024-07-11,2027-03-28,Lease agreement for House in NY for 33 months. Condition: Fair.
2159,2024-12-31,2025-01-08,2027-07-27,Lease agreement for House in NY for 31 months. Condition: Fair.
2160,2023-09-29,2023-10-22,2025-03-15,Lease agreement for Apartment in TX for 17 months. Condition: Good.
2161,2024-12-31,2025-01-20,2026-07-14,Lease agreement for Apartment in TX for 18 months. Condition: Good.
2162,2024-08-04,2024-08-14,2025-12-07,Lease agreement for Villa in FL for 16 months. Condition: Good.
2163,2024-09-10,2024-09-27,2025-12-21,Lease agreement for Office in IL for 15 months. Condition: Good.
2164,2024-12-31,2025-01-14,2027-07-03,Lease agreement for Office in IL for 30 months. Condition: Good.
2165,2024-12-31,2025-01-15,2026-07-09,Lease agreement for Office in IL for 18 months. Condition: Good.
2166,2023-05-07,2023-05-10,2024-03-05,Lease agreement for Office in TX for 10 months. Condition: Good.
2167,2024-04-28,2024-05-11,2025-03-07,Lease agreement for Office in TX for 10 months. Condition: Good.
2168,2024-12-31,2025-01-21,2026-10-13,Lease agreement for Office in TX for 21 months. Condition: Good.
2169,2022-01-07,2022-02-04,2023-06-29,Lease agreement for Apartment in TX for 17 months. Condition: Fair.
2170,2024-09-12,2024-09-16,2026-06-08,Lease agreement for Apartment in TX for 21 months. Condition: Fair.
2171,2024-12-31,2025-01-21,2026-05-16,Lease agreement for Apartment in TX for 16 months. Condition: Fair.
2172,2022-12-17,2023-01-01,2024-11-21,Lease agreement for House in TX for 23 months. Condition: Good.
2173,2024-12-30,2025-01-24,2025-07-23,Lease agreement for House in TX for 6 months. Condition: Good.
2174,2024-01-05,2024-01-09,2025-08-31,Lease agreement for Studio in NY for 20 months. Condition: Fair.
2175,2024-12-31,2025-01-16,2026-11-07,Lease agreement for Studio in NY for 22 months. Condition: Fair.
2176,2021-06-06,2021-07-05,2024-03-21,Lease agreement for Office in NY for 33 months. Condition: Fair.
2177,2024-10-12,2024-10-26,2026-10-16,Lease agreement for Office in NY for 24 months. Condition: Fair.
2178,2024-12-31,2025-01-01,2027-07-20,Lease agreement for Office in NY for 31 months. Condition: Fair.
2179,2024-06-27,2024-07-26,2026-03-18,Lease agreement for Apartment in IL for 20 months. Condition: Good.
2180,2024-12-31,2025-01-28,2026-12-19,Lease agreement for Apartment in IL for 23 months. Condition: Good.
2181,2024-12-31,2025-01-04,2027-08-22,Lease agreement for Apartment in IL for 32 months. Condition: Good.
2182,2023-02-01,2023-02-17,2025-04-07,Lease agreement for Apartment in FL for 26 months. Condition: Good.
2183,2022-11-05,2022-11-18,2024-06-10,Lease agreement for Apartment in FL for 19 months. Condition: Good.
2184,2024-12-04,2024-12-24,2027-07-12,Lease agreement for Apartment in FL for 31 months. Condition: Good.
2185,2024-12-31,2025-01-10,2027-01-30,Lease agreement for Apartment in FL for 25 months. Condition: Good.
2186,2022-03-04,2022-03-05,2023-11-25,Lease agreement for Studio in TX for 21 months. Condition: Good.
2187,2024-10-10,2024-11-01,2025-08-28,Lease agreement for Studio in TX for 10 months. Condition: Good.
2188,2024-12-31,2025-01-15,2026-08-08,Lease agreement for Studio in TX for 19 months. Condition: Good.
2189,2024-11-29,2024-12-01,2026-08-23,Lease agreement for Studio in NY for 21 months. Condition: Fair.
2190,2024-12-31,2025-01-30,2027-07-19,Lease agreement for Studio in NY for 30 months. Condition: Fair.
2191,2022-10-29,2022-11-13,2025-01-31,Lease agreement for Office in IL for 27 months. Condition: Poor.
2192,2024-12-31,2025-01-13,2026-08-06,Lease agreement for Office in IL for 19 months. Condition: Poor.
2193,2024-11-17,2024-11-18,2026-08-10,Lease agreement for Apartment in NY for 21 months. Condition: Good.
2194,2023-05-04,2023-05-31,2024-11-21,Lease agreement for Office in NY for 18 months. Condition: Good.
2195,2024-11-30,2024-12-01,2027-11-16,Lease agreement for Office in NY for 36 months. Condition: Good.
2196,2022-07-27,2022-08-19,2025-02-04,Lease agreement for Apartment in CA for 30 months. Condition: Good.
2197,2023-10-02,2023-10-25,2026-10-09,Lease agreement for Studio in IL for 36 months. Condition: Poor.
2198,2024-12-31,2025-01-03,2027-10-20,Lease agreement for Studio in IL for 34 months. Condition: Poor.
2199,2024-05-30,2024-06-19,2026-08-08,Lease agreement for House in TX for 26 months. Condition: Fair.
2200,2024-12-31,2025-01-21,2026-10-13,Lease agreement for House in TX for 21 months. Condition: Fair.
2201,2024-12-31,2025-01-15,2027-04-05,Lease agreement for House in TX for 27 months. Condition: Fair.
2202,2023-09-05,2023-09-24,2024-06-20,Lease agreement for Villa in TX for 9 months. Condition: Fair.
2203,2024-06-24,2024-07-01,2025-03-28,Lease agreement for Villa in TX for 9 months. Condition: Fair.
2204,2024-12-31,2025-01-06,2026-06-30,Lease agreement for Villa in TX for 18 months. Condition: Fair.
2205,2022-02-17,2022-03-14,2022-12-09,Lease agreement for Studio in NY for 9 months. Condition: Good.
2206,2024-02-29,2024-03-10,2025-04-04,Lease agreement for Studio in NY for 13 months. Condition: Good.
2207,2024-06-29,2024-07-13,2025-10-06,Lease agreement for Office in IL for 15 months. Condition: Good.
2208,2021-12-24,2022-01-01,2022-09-28,Lease agreement for Villa in NY for 9 months. Condition: Good.
2209,2022-10-26,2022-10-28,2023-04-26,Lease agreement for Apartment in FL for 6 months. Condition: Good.
2210,2024-11-02,2024-11-12,2026-07-05,Lease agreement for Villa in CA for 20 months. Condition: Fair.
2211,2024-06-19,2024-07-02,2026-05-23,Lease agreement for Studio in FL for 23 months. Condition: Good.
2212,2024-12-31,2025-01-21,2026-02-15,Lease agreement for Studio in FL for 13 months. Condition: Good.
2213,2024-12-31,2025-01-04,2027-02-23,Lease agreement for Studio in FL for 26 months. Condition: Good.
2214,2024-10-02,2024-10-10,2026-11-29,Lease agreement for House in CA for 26 months. Condition: Good.
2215,2024-12-31,2025-01-05,2025-08-03,Lease agreement for House in CA for 7 months. Condition: Good.
2216,2024-06-06,2024-06-08,2025-12-30,Lease agreement for Office in FL for 19 months. Condition: Fair.
2217,2024-12-31,2025-01-29,2025-11-25,Lease agreement for Office in FL for 10 months. Condition: Fair.
2218,2024-12-23,2025-01-22,2027-12-08,Lease agreement for House in TX for 35 months. Condition: Good.
2219,2024-12-31,2025-01-13,2027-10-30,Lease agreement for House in TX for 34 months. Condition: Good.
2220,2021-02-19,2021-02-23,2022-03-20,Lease agreement for Office in TX for 13 months. Condition: Fair.
2221,2023-10-05,2023-10-11,2026-08-26,Lease agreement for Villa in TX for 35 months. Condition: Good.
2222,2023-01-25,2023-02-15,2025-11-01,Lease agreement for Apartment in NY for 33 months. Condition: Poor.
2223,2024-06-14,2024-06-26,2026-07-16,Lease agreement for Studio in IL for 25 months. Condition: Good.
2224,2024-12-31,2025-01-05,2027-06-24,Lease agreement for Studio in IL for 30 months. Condition: Good.
2225,2024-04-06,2024-05-06,2026-03-27,Lease agreement for Studio in NY for 23 months. Condition: Fair.
2226,2024-02-05,2024-02-13,2025-08-06,Lease agreement for Villa in CA for 18 months. Condition: Fair.
2227,2024-01-08,2024-01-16,2026-03-06,Lease agreement for Villa in TX for 26 months. Condition: Good.
2228,2024-12-31,2025-01-08,2026-07-02,Lease agreement for Villa in TX for 18 months. Condition: Good.
2229,2024-12-31,2025-01-25,2026-09-17,Lease agreement for Villa in TX for 20 months. Condition: Good.
2230,2024-10-07,2024-10-23,2027-07-10,Lease agreement for Villa in TX for 33 months. Condition: Good.
2231,2024-12-31,2025-01-17,2028-01-02,Lease agreement for Villa in TX for 36 months. Condition: Good.
2232,2023-12-13,2024-01-11,2024-07-09,Lease agreement for Studio in TX for 6 months. Condition: Poor.
2233,2024-10-16,2024-11-14,2026-12-04,Lease agreement for Studio in TX for 25 months. Condition: Poor.
2234,2024-12-31,2025-01-15,2025-09-12,Lease agreement for Studio in TX for 8 months. Condition: Poor.
2235,2024-07-05,2024-07-12,2025-11-04,Lease agreement for House in TX for 16 months. Condition: Poor.
2236,2024-12-31,2025-01-05,2027-01-25,Lease agreement for House in TX for 25 months. Condition: Poor.
2237,2020-07-30,2020-08-27,2023-06-13,Lease agreement for Studio in NY for 34 months. Condition: Good.
2238,2024-03-08,2024-03-12,2026-05-01,Lease agreement for Studio in NY for 26 months. Condition: Good.
2239,2024-12-31,2025-01-20,2026-12-11,Lease agreement for Studio in NY for 23 months. Condition: Good.
2240,2021-11-25,2021-12-01,2024-09-16,Lease agreement for Villa in TX for 34 months. Condition: Good.
2241,2023-01-26,2023-02-16,2024-09-08,Lease agreement for House in CA for 19 months. Condition: Good.
2242,2022-03-29,2022-04-24,2025-02-07,Lease agreement for Studio in IL for 34 months. Condition: Good.
2243,2024-12-31,2025-01-05,2026-06-29,Lease agreement for Studio in IL for 18 months. Condition: Good.
2244,2024-12-31,2025-01-19,2027-08-07,Lease agreement for Studio in IL for 31 months. Condition: Good.
2245,2024-07-20,2024-08-04,2026-11-22,Lease agreement for Office in IL for 28 months. Condition: Good.
2246,2024-12-31,2025-01-10,2026-06-04,Lease agreement for Office in IL for 17 months. Condition: Good.
2247,2024-11-29,2024-12-11,2026-10-02,Lease agreement for Apartment in CA for 22 months. Condition: Fair.
2248,2023-01-18,2023-01-22,2025-02-10,Lease agreement for House in IL for 25 months. Condition: Fair.
2249,2024-12-31,2025-01-07,2025-11-03,Lease agreement for House in IL for 10 months. Condition: Fair.
2250,2023-09-15,2023-10-03,2024-10-27,Lease agreement for Office in TX for 13 months. Condition: Fair.
2251,2024-11-05,2024-11-07,2025-12-02,Lease agreement for Office in TX for 13 months. Condition: Fair.
2252,2024-07-24,2024-07-25,2025-11-17,Lease agreement for House in IL for 16 months. Condition: Fair.
2253,2024-12-31,2025-01-02,2026-04-27,Lease agreement for House in IL for 16 months. Condition: Fair.
2254,2022-07-06,2022-08-05,2024-09-23,Lease agreement for House in IL for 26 months. Condition: Good.
2255,2024-11-02,2024-11-27,2027-03-17,Lease agreement for House in IL for 28 months. Condition: Good.
2256,2020-11-15,2020-11-21,2022-04-15,Lease agreement for Villa in IL for 17 months. Condition: Poor.
2257,2023-04-12,2023-05-10,2024-10-31,Lease agreement for Villa in IL for 18 months. Condition: Poor.
2258,2024-11-15,2024-12-13,2027-11-28,Lease agreement for Villa in IL for 36 months. Condition: Poor.
2259,2023-04-05,2023-04-30,2026-04-14,Lease agreement for Villa in CA for 36 months. Condition: Poor.
2260,2022-12-29,2023-01-25,2023-09-22,Lease agreement for House in TX for 8 months. Condition: Good.
2261,2024-10-22,2024-11-02,2027-08-19,Lease agreement for House in TX for 34 months. Condition: Good.
2262,2024-12-31,2025-01-28,2027-01-18,Lease agreement for House in TX for 24 months. Condition: Good.
2263,2022-06-01,2022-06-18,2023-03-15,Lease agreement for Apartment in NY for 9 months. Condition: Good.
2264,2023-12-10,2023-12-26,2024-10-21,Lease agreement for Apartment in NY for 10 months. Condition: Good.
2265,2022-02-28,2022-03-08,2023-12-28,Lease agreement for Studio in TX for 22 months. Condition: Fair.
2266,2024-04-29,2024-05-19,2025-08-12,Lease agreement for Studio in TX for 15 months. Condition: Fair.
2267,2024-12-31,2025-01-18,2026-12-09,Lease agreement for Studio in TX for 23 months. Condition: Fair.
2268,2024-12-15,2024-12-30,2027-08-17,Lease agreement for Office in IL for 32 months. Condition: Good.
2269,2024-12-31,2025-01-14,2026-01-09,Lease agreement for Office in IL for 12 months. Condition: Good.
2270,2024-12-31,2025-01-22,2026-11-13,Lease agreement for Office in IL for 22 months. Condition: Good.
2271,2021-01-15,2021-02-14,2022-03-11,Lease agreement for House in TX for 13 months. Condition: Good.
2272,2022-10-27,2022-11-21,2023-10-17,Lease agreement for House in TX for 11 months. Condition: Good.
2273,2024-07-17,2024-07-25,2026-12-12,Lease agreement for Apartment in TX for 29 months. Condition: Good.
2274,2024-12-31,2025-01-05,2025-09-02,Lease agreement for Apartment in TX for 8 months. Condition: Good.
2275,2024-12-31,2025-01-09,2026-04-04,Lease agreement for Apartment in TX for 15 months. Condition: Good.
2276,2021-12-19,2022-01-13,2023-01-08,Lease agreement for Studio in FL for 12 months. Condition: Fair.
2277,2023-03-27,2023-04-03,2023-12-29,Lease agreement for Studio in FL for 9 months. Condition: Fair.
2278,2022-08-30,2022-09-04,2024-03-27,Lease agreement for House in IL for 19 months. Condition: Good.
2279,2024-12-02,2024-12-03,2027-07-21,Lease agreement for House in IL for 32 months. Condition: Good.
2280,2024-11-02,2024-11-21,2027-03-11,Lease agreement for House in IL for 28 months. Condition: Fair.
2281,2024-12-31,2025-01-16,2027-06-05,Lease agreement for House in IL for 29 months. Condition: Fair.
2282,2024-12-31,2025-01-08,2026-11-29,Lease agreement for House in IL for 23 months. Condition: Fair.
2283,2024-07-18,2024-08-04,2025-12-27,Lease agreement for Apartment in NY for 17 months. Condition: Good.
2284,2024-12-31,2025-01-10,2027-04-30,Lease agreement for Apartment in NY for 28 months. Condition: Good.
2285,2024-12-31,2025-01-06,2026-06-30,Lease agreement for Apartment in NY for 18 months. Condition: Good.
2286,2024-04-05,2024-05-01,2025-10-23,Lease agreement for Villa in IL for 18 months. Condition: Good.
2287,2024-08-05,2024-08-27,2026-04-19,Lease agreement for Studio in IL for 20 months. Condition: Good.
2288,2024-11-10,2024-11-27,2026-03-22,Lease agreement for Villa in TX for 16 months. Condition: Poor.
2289,2024-12-31,2025-01-13,2027-03-04,Lease agreement for Villa in TX for 26 months. Condition: Poor.
2290,2024-12-31,2025-01-01,2027-11-17,Lease agreement for Villa in TX for 35 months. Condition: Poor.
2291,2023-03-29,2023-04-16,2023-11-12,Lease agreement for Apartment in CA for 7 months. Condition: Poor.
2292,2024-03-07,2024-03-27,2025-07-20,Lease agreement for Apartment in CA for 16 months. Condition: Poor.
2293,2024-12-31,2025-01-22,2027-09-09,Lease agreement for Apartment in CA for 32 months. Condition: Poor.
2294,2023-06-12,2023-07-05,2025-03-26,Lease agreement for House in NY for 21 months. Condition: Good.
2295,2022-06-14,2022-06-21,2024-04-11,Lease agreement for House in FL for 22 months. Condition: Good.
2296,2024-07-15,2024-08-05,2026-05-27,Lease agreement for House in FL for 22 months. Condition: Good.
2297,2024-12-31,2025-01-17,2026-12-08,Lease agreement for House in FL for 23 months. Condition: Good.
2298,2024-09-04,2024-09-29,2025-07-26,Lease agreement for Villa in FL for 10 months. Condition: Poor.
2299,2024-12-31,2025-01-04,2026-09-26,Lease agreement for Villa in FL for 21 months. Condition: Poor.
2300,2021-08-28,2021-09-25,2024-05-12,Lease agreement for Studio in IL for 32 months. Condition: Good.
2301,2021-04-23,2021-05-12,2023-01-02,Lease agreement for Office in IL for 20 months. Condition: Good.
2302,2023-10-27,2023-11-01,2024-05-29,Lease agreement for Office in IL for 7 months. Condition: Good.
2303,2024-08-27,2024-09-01,2027-04-19,Lease agreement for Office in IL for 32 months. Condition: Good.
2304,2024-01-16,2024-01-20,2025-03-15,Lease agreement for Apartment in CA for 14 months. Condition: Fair.
2305,2023-01-11,2023-01-29,2024-03-24,Lease agreement for Studio in IL for 14 months. Condition: Fair.
2306,2024-01-14,2024-01-18,2026-12-03,Lease agreement for Apartment in NY for 35 months. Condition: Fair.
2307,2023-03-20,2023-03-30,2025-08-16,Lease agreement for Studio in TX for 29 months. Condition: Good.
2308,2024-12-31,2025-01-19,2025-11-15,Lease agreement for Studio in TX for 10 months. Condition: Good.
2309,2024-12-31,2025-01-13,2026-05-08,Lease agreement for Studio in TX for 16 months. Condition: Good.
2310,2023-06-28,2023-06-29,2025-11-15,Lease agreement for House in FL for 29 months. Condition: Good.
2311,2024-12-31,2025-01-20,2026-08-13,Lease agreement for House in FL for 19 months. Condition: Good.
2312,2024-12-31,2025-01-20,2027-12-06,Lease agreement for House in FL for 35 months. Condition: Good.
2313,2022-04-17,2022-04-24,2023-12-15,Lease agreement for Studio in FL for 20 months. Condition: Fair.
2314,2024-06-06,2024-06-15,2025-02-10,Lease agreement for Office in IL for 8 months. Condition: Good.
2315,2024-12-31,2025-01-21,2025-10-18,Lease agreement for Office in IL for 9 months. Condition: Good.
2316,2022-06-18,2022-07-02,2025-01-17,Lease agreement for Studio in CA for 31 months. Condition: Fair.
2317,2024-03-04,2024-03-11,2024-09-07,Lease agreement for House in CA for 6 months. Condition: Fair.
2318,2024-10-21,2024-10-23,2026-05-16,Lease agreement for House in CA for 19 months. Condition: Fair.
2319,2024-12-31,2025-01-10,2027-03-31,Lease agreement for House in CA for 27 months. Condition: Fair.
2320,2024-10-17,2024-11-09,2025-05-08,Lease agreement for Villa in TX for 6 months. Condition: Poor.
2321,2024-12-31,2025-01-19,2026-08-12,Lease agreement for Villa in TX for 19 months. Condition: Poor.
2322,2024-02-28,2024-03-20,2025-05-14,Lease agreement for Office in IL for 14 months. Condition: Good.
2323,2024-12-31,2025-01-25,2026-09-17,Lease agreement for Office in IL for 20 months. Condition: Good.
2324,2024-12-31,2025-01-22,2026-02-16,Lease agreement for Office in IL for 13 months. Condition: Good.
2325,2023-12-24,2024-01-06,2025-05-30,Lease agreement for Apartment in IL for 17 months. Condition: Good.
2326,2024-12-31,2025-01-06,2027-10-23,Lease agreement for Apartment in IL for 34 months. Condition: Good.
2327,2024-11-19,2024-12-19,2027-10-05,Lease agreement for Villa in FL for 34 months. Condition: Good.
2328,2024-12-31,2025-01-03,2027-08-21,Lease agreement for Villa in FL for 32 months. Condition: Good.
2329,2024-08-12,2024-08-29,2026-03-22,Lease agreement for Office in TX for 19 months. Condition: Good.
2330,2024-12-31,2025-01-29,2027-11-15,Lease agreement for Office in TX for 34 months. Condition: Good.
2331,2021-11-17,2021-12-07,2022-06-05,Lease agreement for Apartment in NY for 6 months. Condition: Good.
2332,2024-04-16,2024-04-17,2026-09-04,Lease agreement for Apartment in NY for 29 months. Condition: Good.
2333,2023-12-21,2023-12-24,2026-11-08,Lease agreement for Studio in FL for 35 months. Condition: Fair.
2334,2024-12-31,2025-01-04,2026-11-25,Lease agreement for Studio in FL for 23 months. Condition: Fair.
2335,2024-12-20,2025-01-01,2025-09-28,Lease agreement for House in NY for 9 months. Condition: Good.
2336,2024-12-31,2025-01-17,2026-02-11,Lease agreement for House in NY for 13 months. Condition: Good.
2337,2024-12-31,2025-01-05,2025-11-01,Lease agreement for House in NY for 10 months. Condition: Good.
2338,2024-04-12,2024-04-18,2024-12-14,Lease agreement for Studio in FL for 8 months. Condition: Good.
2339,2024-12-15,2024-12-21,2025-10-17,Lease agreement for Studio in FL for 10 months. Condition: Good.
2340,2024-04-22,2024-05-22,2026-11-08,Lease agreement for Apartment in FL for 30 months. Condition: Fair.
2341,2021-12-09,2021-12-28,2024-04-16,Lease agreement for Villa in IL for 28 months. Condition: Fair.
2342,2024-06-09,2024-07-04,2026-06-24,Lease agreement for Villa in IL for 24 months. Condition: Fair.
2343,2024-12-31,2025-01-01,2026-05-26,Lease agreement for Villa in IL for 17 months. Condition: Fair.
2344,2024-08-04,2024-08-17,2026-07-08,Lease agreement for House in CA for 23 months. Condition: Good.
2345,2024-12-31,2025-01-05,2025-10-02,Lease agreement for House in CA for 9 months. Condition: Good.
2346,2023-09-28,2023-10-08,2026-03-26,Lease agreement for House in TX for 30 months. Condition: Good.
